OUTCOME,METHOD,DATE,red_Name,blue_Name,red_StrikesLandedPerMin,red_StrikesAbsorbedPerMin,red_TakedownsPer15Min,red_OpponentTakedownsPer15Min,red_SubmissionsPer15Min,red_ControlPer15Min,red_StrikingAccuracyPct,red_StrikeDefencePct,red_TakedownAccuracyPct,red_TakedownDefencePct,blue_StrikesLandedPerMin,blue_StrikesAbsorbedPerMin,blue_TakedownsPer15Min,blue_OpponentTakedownsPer15Min,blue_SubmissionsPer15Min,blue_ControlPer15Min,blue_StrikingAccuracyPct,blue_StrikeDefencePct,blue_TakedownAccuracyPct,blue_TakedownDefencePct,red_Height,red_Weight,red_Reach,red_Stance,red_DOB,blue_Height,blue_Weight,blue_Reach,blue_Stance,blue_DOB,red_Elo,blue_Elo
Red,Submission ,2020-02-29,Jordan Griffin,TJ Brown,3.1,2.57,0.5,2.0,1.5,208.0,47.94,53.61,33.33,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,70.0,145.0,73.0,Southpaw,1990-02-28,69.0,145.0,72.0,Switch,1990-05-22,906.7,1000.0
Red,KO/TKO ,2020-02-29,Spike Carlyle,Aalon Cruz,,,,,,,,,,,,,,,,,,,,,68.0,145.0,71.0,Switch,1993-05-06,72.0,145.0,78.0,Switch,1989-09-20,1000.0,1000.0
Red,Decision - Unanimous ,2020-02-29,Sean Brady,Ismail Naurdiev,7.93,7.13,2.0,0.0,0.0,42.0,56.67,63.23,66.67,100.0,3.4,0.69,1.67,1.67,0.33,198.33,56.25,80.0,83.33,76.19,70.0,170.0,72.0,Orthodox,1992-11-23,70.0,170.0,74.0,Orthodox,1996-08-18,1056.27,1099.69
Red,Decision - Split ,2020-02-22,Dan Hooker,Paul Felder,4.73,4.72,0.4,1.59,0.4,135.36,44.15,55.71,33.33,78.57,3.55,3.17,0.29,1.82,0.29,137.35,43.02,50.55,27.27,59.57,72.0,145.0,75.0,Switch,1990-02-13,71.0,155.0,70.0,Orthodox,1984-04-25,1298.89,1296.78
Red,Submission ,2020-02-22,Jimmy Crute,Michal Oleksiejczuk,2.44,0.99,0.7,2.82,2.82,392.25,49.52,54.35,100.0,60.0,5.39,3.23,1.2,0.6,0.0,59.84,56.25,68.97,66.67,75.0,74.0,205.0,74.0,Orthodox,1996-03-04,72.0,205.0,74.0,Southpaw,1995-02-22,1065.99,1077.87
Blue,Decision - Unanimous ,2020-02-22,Karolina Kowalkiewicz,Yan Xiaonan,5.57,5.58,0.11,0.78,0.0,72.77,39.25,57.33,14.29,83.72,6.85,4.22,0.25,0.75,0.0,28.5,40.37,64.42,50.0,66.67,63.0,115.0,64.0,Orthodox,1985-10-15,65.0,115.0,63.0,Orthodox,1989-06-16,1015.62,1161.18
Red,KO/TKO ,2020-02-22,Marcos Rogerio de Lima,Ben Sosoli,3.37,1.41,1.06,1.41,1.06,416.99,57.43,59.18,60.0,42.86,1.73,3.6,0.0,0.0,0.0,0.0,26.8,48.57,0.0,100.0,73.0,253.0,75.0,Orthodox,1985-06-25,72.0,265.0,72.0,Southpaw,1989-12-10,1013.86,1032.46
Blue,Decision - Split ,2020-02-22,Magomed Mustafaev,Brad Riddell,3.11,2.78,0.0,6.35,0.71,110.12,57.89,36.56,0.0,25.0,6.07,2.4,1.0,3.0,0.0,179.0,59.48,62.11,100.0,80.0,68.0,155.0,71.0,Orthodox,1988-08-02,67.0,155.0,71.0,Orthodox,1991-09-30,1121.54,1058.0
Blue,KO/TKO ,2020-02-22,Kevin Aguilar,Zubaira Tukhugov,3.93,4.38,0.33,0.33,0.0,88.67,34.37,55.02,50.0,93.75,2.28,2.04,3.03,0.0,0.0,50.58,35.42,68.13,56.52,100.0,67.0,155.0,73.0,Orthodox,1988-09-07,68.0,145.0,68.0,Orthodox,1991-01-15,1086.18,1030.9
Red,KO/TKO ,2020-02-22,Jalin Turner,Josh Culibao,3.8,3.8,0.0,3.04,0.76,60.0,39.27,48.28,0.0,71.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,75.0,155.0,77.0,Southpaw,1995-05-18,70.0,145.0,73.0,Orthodox,1994-05-24,961.03,1000.0
Blue,Decision - Unanimous ,2020-02-22,Emil Meek,Jake Matthews,2.24,2.64,0.33,5.67,1.33,173.0,38.11,32.0,50.0,48.48,3.07,2.02,1.99,0.59,0.82,267.95,46.18,63.21,38.64,66.67,71.0,170.0,74.0,Switch,1988-08-20,71.0,170.0,73.0,Orthodox,1994-08-19,1007.02,1171.2
Blue,KO/TKO ,2020-02-22,Callan Potter,Song Kenan,3.21,4.34,2.83,0.0,0.0,476.92,51.0,59.88,60.0,100.0,4.12,4.28,0.0,1.88,0.0,18.38,45.21,56.15,0.0,50.0,72.0,170.0,72.0,Orthodox,1984-06-09,72.0,170.0,71.0,Orthodox,1990-03-10,1006.03,1069.46
Blue,Decision - Unanimous ,2020-02-22,Tyson Nam,Kai Kara-France,2.67,6.4,0.0,0.0,0.0,46.0,23.53,62.06,0.0,100.0,5.32,3.93,0.76,0.5,0.0,153.61,41.17,67.86,37.5,88.89,67.0,125.0,68.0,Orthodox,1983-10-06,64.0,125.0,69.0,Orthodox,1993-03-26,962.7,1061.8
Blue,Decision - Unanimous ,2020-02-22,Loma Lookboonmee,Angela Hill,6.6,4.33,1.0,1.0,0.0,23.0,65.56,58.6,16.67,66.67,5.97,5.28,0.46,1.19,0.09,89.51,50.18,64.85,41.67,73.47,61.0,115.0,61.0,Orthodox,1996-01-18,63.0,115.0,64.0,Orthodox,1985-01-12,1060.53,1043.19
Blue,KO/TKO ,2020-02-22,Shana Dobson,Priscila Cachoeira,3.56,5.31,0.4,2.38,0.0,19.4,33.75,53.15,25.0,0.0,3.7,7.94,0.0,1.52,0.0,25.12,36.96,42.14,0.0,69.23,66.0,125.0,69.0,Orthodox,1989-03-30,67.0,125.0,65.0,Orthodox,1988-08-19,923.31,860.45
Blue,KO/TKO ,2020-02-15,Corey Anderson,Jan Blachowicz,4.45,2.18,4.98,0.19,0.0,377.32,46.37,59.25,50.0,83.33,3.44,2.76,1.18,1.18,0.27,130.92,49.05,53.85,52.0,65.79,75.0,205.0,79.0,Orthodox,1989-09-22,74.0,205.0,78.0,Orthodox,1983-02-24,1326.35,1318.12
Blue,DQ ,2020-02-15,Michel Pereira,Diego Sanchez,2.26,3.93,1.79,0.0,0.0,165.34,44.19,48.84,40.0,100.0,2.73,3.02,1.46,1.38,0.73,242.01,37.5,57.32,22.64,48.48,73.0,170.0,73.0,Orthodox,1993-10-06,70.0,170.0,72.0,Southpaw,1981-12-31,1001.12,1116.35
Blue,Decision - Unanimous ,2020-02-15,Mara Romero Borella,Montana De La Rosa,2.98,2.87,1.68,0.34,0.34,201.16,35.85,73.28,41.67,66.67,2.49,3.28,2.69,0.77,2.31,345.68,31.49,47.97,33.33,50.0,66.0,125.0,69.0,Orthodox,1986-06-03,67.0,125.0,68.0,Orthodox,1995-02-14,975.02,1094.69
Blue,DQ ,2020-02-15,Kazula Vargas,Brok Weaver,1.33,1.13,0.0,3.0,0.0,18.0,47.62,56.41,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,68.0,155.0,71.0,Southpaw,1985-08-15,72.0,155.0,73.0,Southpaw,1991-12-05,932.12,1000.0
Red,Decision - Unanimous ,2020-02-15,Ray Borg,Rogerio Bontorin,1.26,1.8,3.66,1.78,1.25,419.47,49.18,46.47,50.72,46.88,2.68,3.4,2.51,3.35,1.67,214.96,52.17,46.02,37.5,50.0,64.0,135.0,63.0,Orthodox,1993-08-04,65.0,125.0,67.0,Orthodox,1992-04-25,1127.11,1099.6
Red,Decision - Unanimous ,2020-02-15,Lando Vannata,Yancy Medeiros,4.41,4.77,1.35,1.69,0.51,75.89,42.52,54.8,42.11,62.96,4.1,5.81,0.16,1.94,0.65,66.43,35.48,46.73,33.33,62.5,69.0,155.0,71.0,Orthodox,1992-03-14,70.0,155.0,75.0,Orthodox,1987-09-07,976.79,1153.56
Red,Submission ,2020-02-15,Daniel Rodriguez,Tim Means,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,4.77,3.27,0.85,2.4,0.23,84.69,45.84,62.6,45.83,63.53,73.0,170.0,74.0,Southpaw,1986-12-31,74.0,170.0,75.0,Orthodox,1984-02-20,1000.0,1113.09
Red,KO/TKO ,2020-02-15,John Dodson,Nathaniel Wood,3.28,3.55,0.8,0.95,0.0,41.22,40.62,61.91,28.95,81.16,4.24,2.94,2.05,0.51,2.05,321.87,42.47,58.25,66.67,80.0,63.0,135.0,66.0,Orthodox,1984-09-26,66.0,135.0,69.0,Orthodox,1993-05-08,1100.56,1189.03
Red,Decision - Unanimous ,2020-02-15,Scott Holtzman,Jim Miller,4.36,3.27,2.37,2.85,0.24,321.21,50.92,55.59,58.82,64.71,2.78,2.9,1.78,1.78,1.96,209.87,40.38,59.81,42.7,47.22,69.0,155.0,69.0,Orthodox,1983-09-30,68.0,155.0,71.0,Southpaw,1983-08-30,1150.83,1160.14
Blue,Decision - Unanimous ,2020-02-15,Dequan Townsend,Devin Clark,1.6,2.65,0.0,2.33,0.0,3.5,43.16,45.6,0.0,55.56,3.21,2.82,3.03,0.36,0.18,335.38,54.22,44.5,39.53,80.0,75.0,205.0,79.0,Orthodox,1986-05-11,72.0,205.0,75.0,Orthodox,1990-04-12,876.72,1023.22
Red,Decision - Unanimous ,2020-02-15,Merab Dvalishvili,Casey Kenney,3.75,2.2,6.75,0.5,0.0,458.5,37.82,55.85,43.55,80.0,2.5,1.8,2.0,5.0,0.5,350.5,61.98,42.55,80.0,28.57,66.0,135.0,68.0,Orthodox,1991-01-10,67.0,135.0,68.0,Southpaw,1991-03-20,1026.73,1151.51
Blue,Decision - Unanimous ,2020-02-15,Shanna Young,Macy Chiasson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,4.2,2.24,0.0,1.6,1.07,481.78,55.66,44.74,0.0,66.67,67.0,135.0,65.0,Orthodox,1991-02-20,71.0,145.0,72.0,Orthodox,1991-07-27,1000.0,1051.76
Red,KO/TKO ,2020-02-15,Raulian Paiva,Mark De La Rosa,3.9,3.68,0.0,3.35,0.84,83.64,35.18,63.93,0.0,66.67,3.05,4.04,0.77,1.02,0.26,89.21,36.23,53.07,17.65,42.86,68.0,135.0,69.0,Orthodox,1995-10-17,66.0,135.0,65.0,Orthodox,1994-08-31,909.45,953.32
Blue,Decision - Unanimous ,2020-02-08,Dominick Reyes,Jon Jones,5.03,2.24,0.39,1.55,0.39,88.22,52.7,57.77,16.67,84.0,4.5,2.11,1.98,0.1,0.5,232.28,57.58,65.76,46.51,95.0,76.0,205.0,77.0,Southpaw,1989-12-26,76.0,205.0,84.0,Orthodox,1987-07-19,1332.23,1685.1
Blue,KO/TKO ,2020-02-08,Katlyn Chookagian,Valentina Shevchenko,4.35,4.58,0.0,1.38,0.12,10.62,32.98,64.09,0.0,56.0,2.84,2.03,1.83,0.55,0.37,229.11,49.73,62.88,51.28,77.78,69.0,125.0,68.0,Orthodox,1988-12-28,65.0,125.0,66.0,Southpaw,1988-03-07,1186.92,1304.89
Red,KO/TKO ,2020-02-08,Justin Tafa,Juan Adams,2.77,1.85,0.0,0.0,0.0,477.69,66.67,66.67,0.0,100.0,6.36,4.42,1.12,1.68,0.0,202.12,50.6,32.95,66.67,25.0,72.0,264.0,74.0,Southpaw,1993-12-13,77.0,265.0,80.0,Orthodox,1992-01-16,942.0,931.55
Blue,Decision - Split ,2020-02-08,Mirsad Bektic,Dan Ige,2.88,1.7,3.38,0.0,0.4,533.67,42.55,60.0,53.12,100.0,4.18,3.5,2.23,0.32,0.32,254.37,50.64,60.71,26.92,66.67,68.0,145.0,70.0,Orthodox,1991-02-16,67.0,145.0,71.0,Orthodox,1991-08-06,1181.08,1181.16
Red,Decision - Unanimous ,2020-02-08,Derrick Lewis,Ilir Latifi,2.63,2.29,0.52,2.68,0.0,106.13,49.95,44.49,25.0,53.03,2.29,3.09,1.85,0.0,0.51,172.48,40.64,55.72,30.56,100.0,75.0,260.0,79.0,Orthodox,1985-02-07,70.0,230.0,73.0,Orthodox,1983-07-28,1326.03,1119.03
Blue,Decision - Split ,2020-02-08,James Krause,Trevin Giles,5.29,4.28,0.86,1.35,0.74,208.04,48.86,61.59,14.89,56.0,3.25,1.36,1.95,0.97,0.0,209.82,61.22,70.83,100.0,72.73,74.0,170.0,73.0,Orthodox,1986-06-04,72.0,185.0,74.0,Orthodox,1992-08-06,1273.99,999.2
Blue,Decision - Split ,2020-02-08,Andrea Lee,Lauren Murphy,5.02,3.42,1.75,2.5,0.5,244.25,53.27,67.72,46.67,62.96,3.53,3.59,0.89,1.48,0.0,226.59,38.03,61.62,28.57,62.96,66.0,125.0,69.0,Orthodox,1989-02-11,65.0,125.0,67.0,Orthodox,1983-07-27,1087.85,1002.16
Blue,KO/TKO ,2020-02-08,Alex Morono,Khaos Williams,4.42,3.02,0.0,1.56,0.57,47.94,39.9,61.66,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,71.0,170.0,72.0,Orthodox,1990-08-16,72.0,170.0,77.0,Orthodox,1994-03-30,1163.73,1000.0
Blue,KO/TKO ,2020-02-08,Miles Johns,Mario Bautista,2.07,0.73,1.0,1.0,0.0,172.0,47.69,80.7,50.0,83.33,7.45,6.05,0.81,2.43,0.0,88.3,49.64,55.91,33.33,57.14,67.0,135.0,66.0,Orthodox,1994-03-30,69.0,135.0,69.0,Switch,1993-07-01,1068.67,1017.88
NC/NC,Overturned ,2020-02-08,Domingo Pilarte,Journey Newson,0.73,1.53,2.0,2.0,1.0,370.0,52.38,45.24,40.0,75.0,2.53,2.67,0.0,3.0,1.0,10.0,30.89,66.67,0.0,0.0,72.0,135.0,73.0,Southpaw,1990-01-05,65.0,135.0,67.0,Orthodox,1989-03-07,932.41,958.26
Blue,Decision - Split ,2020-02-08,Jonathan Martinez,Andre Ewell,3.42,2.8,0.68,2.05,0.0,254.9,48.23,61.44,50.0,33.33,3.32,3.83,0.26,1.83,0.0,47.75,39.38,54.17,50.0,61.11,68.0,135.0,70.0,Southpaw,1994-04-20,68.0,145.0,75.0,Southpaw,1988-01-21,1057.63,1023.12
Blue,Decision - Unanimous ,2020-02-08,Austin Lingo,Youssef Zalal,,,,,,,,,,,,,,,,,,,,,70.0,145.0,70.0,Orthodox,1994-07-10,70.0,145.0,72.0,Switch,1996-09-04,1000.0,1000.0
Red,KO/TKO ,2020-01-25,Curtis Blaydes,Junior Dos Santos,3.69,1.9,7.05,0.47,0.0,501.01,51.68,55.61,60.0,25.0,4.33,2.81,0.3,0.97,0.06,27.67,48.46,58.54,55.56,80.49,76.0,265.0,80.0,Orthodox,1991-02-18,76.0,238.0,77.0,Orthodox,1984-01-30,1331.18,1350.24
Blue,Decision - Unanimous ,2020-01-25,Rafael Dos Anjos,Michael Chiesa,3.57,3.28,1.89,1.85,0.66,212.26,45.85,62.38,39.52,60.33,2.28,2.09,3.55,0.96,1.23,385.56,41.81,51.78,48.15,66.67,68.0,155.0,70.0,Southpaw,1984-10-26,73.0,170.0,75.0,Southpaw,1987-12-07,1343.74,1266.97
Blue,Submission ,2020-01-25,Jordan Espinosa,Alex Perez,3.17,1.71,0.92,0.0,0.0,39.37,46.85,69.89,25.0,100.0,4.69,3.09,3.33,0.33,1.0,378.81,49.53,62.33,47.62,83.33,66.0,125.0,69.0,Orthodox,1989-11-08,66.0,125.0,65.0,Orthodox,1992-03-21,1007.3,1156.17
Red,KO/TKO ,2020-01-25,Angela Hill,Hannah Cifers,5.88,5.3,0.39,1.27,0.1,76.89,50.61,65.19,36.36,73.47,4.81,5.08,0.41,1.62,0.41,128.46,45.88,53.12,100.0,69.23,63.0,115.0,64.0,Orthodox,1985-01-12,61.0,115.0,62.0,Orthodox,1992-06-26,974.42,1039.67
Blue,Decision - Unanimous ,2020-01-25,Darko Stosic,Jamahal Hill,2.86,2.83,2.26,0.9,0.0,203.66,46.34,59.83,38.46,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,72.0,205.0,76.0,Orthodox,1992-02-09,76.0,205.0,79.0,Southpaw,1991-05-19,919.02,1000.0
Red,Decision - Unanimous ,2020-01-25,Bevon Lewis,Dequan Townsend,3.73,2.6,0.0,0.0,0.0,198.43,41.08,57.14,0.0,100.0,1.21,2.99,0.0,5.61,0.0,2.8,43.33,25.58,0.0,33.33,75.0,185.0,79.0,Orthodox,1991-05-05,75.0,205.0,79.0,Orthodox,1986-05-11,898.13,942.0
Red,Decision - Unanimous ,2020-01-25,Arnold Allen,Nik Lentz,3.01,1.78,1.6,2.13,0.53,149.35,39.63,66.37,56.25,70.73,3.41,3.04,3.54,2.29,1.25,299.84,50.0,49.8,34.69,44.3,68.0,145.0,70.0,Southpaw,1994-01-22,68.0,145.0,68.0,Orthodox,1984-08-13,1251.62,1185.07
Blue,Decision - Unanimous ,2020-01-25,Lucie Pudilova,Justine Kish,4.56,4.08,0.18,1.11,0.74,165.43,38.77,52.91,12.5,64.71,4.32,4.18,1.0,1.0,0.25,150.0,50.1,58.03,30.77,55.56,68.0,125.0,67.0,Orthodox,1994-06-13,65.0,125.0,64.0,Orthodox,1988-04-13,892.99,965.35
Blue,Decision - Unanimous ,2020-01-25,Felipe Colares,Montel Jackson,1.47,2.0,2.5,4.0,0.0,325.0,47.31,38.14,31.25,42.86,3.66,1.93,2.37,3.79,0.47,248.68,53.46,51.2,83.33,63.64,68.0,135.0,69.0,Orthodox,1994-03-31,70.0,135.0,75.0,Southpaw,1992-04-24,1009.59,1086.41
Blue,Decision - Unanimous ,2020-01-25,Lina Lansberg,Sara McMann,3.21,3.9,0.83,1.83,0.17,325.38,57.8,45.92,33.33,52.17,2.2,2.37,3.18,0.19,0.56,439.8,40.18,42.77,50.0,0.0,67.0,135.0,65.0,Orthodox,1982-03-13,66.0,135.0,66.0,Orthodox,1980-09-24,1086.91,1021.98
Blue,Submission ,2020-01-25,Tony Gravely,Brett Johns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,3.4,4.74,3.72,0.74,0.5,432.89,45.78,55.16,48.39,78.57,65.0,135.0,69.0,Orthodox,1991-09-28,67.0,135.0,71.0,Orthodox,1992-02-21,1000.0,1057.24
Red,KO/TKO ,2020-01-25,Herbert Burns,Nate Landwehr,,,,,,,,,,,,,,,,,,,,,69.0,145.0,73.0,Orthodox,1988-02-02,69.0,145.0,72.0,Orthodox,1988-06-06,1000.0,1000.0
Red,KO/TKO ,2020-01-18,Conor McGregor,Donald Cerrone,5.11,4.29,0.73,1.32,0.0,110.11,48.79,55.33,62.5,70.0,4.69,4.69,1.01,0.32,0.5,95.13,47.32,52.02,32.35,89.23,69.0,155.0,74.0,Southpaw,1988-07-14,73.0,170.0,73.0,Orthodox,1983-03-29,1389.62,1279.38
Blue,Decision - Unanimous ,2020-01-18,Raquel Pennington,Holly Holm,3.39,3.33,1.14,1.24,0.86,213.74,45.88,64.08,26.67,64.86,2.82,2.83,0.55,0.46,0.09,142.9,34.6,57.6,31.58,79.17,67.0,145.0,67.0,Orthodox,1988-09-05,68.0,135.0,69.0,Southpaw,1981-10-17,1165.54,1067.64
Blue,Submission ,2020-01-18,Maurice Greene,Aleksei Oleinik,5.38,4.56,0.0,0.65,0.65,35.79,44.13,53.12,0.0,66.67,3.53,3.61,2.69,2.39,2.39,302.59,51.6,49.16,39.13,20.0,79.0,258.0,80.0,Orthodox,1986-07-05,74.0,240.0,80.0,Orthodox,1977-06-20,1059.71,1088.77
Blue,Submission ,2020-01-18,Ode Osbourne,Brian Kelleher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,5.01,5.98,1.25,0.62,0.62,202.87,45.64,54.43,26.67,84.62,67.0,125.0,73.0,Southpaw,1992-01-09,66.0,135.0,66.0,Switch,1986-08-19,1000.0,1034.25
Red,Submission ,2020-01-18,Diego Ferreira,Anthony Pettis,5.19,3.1,0.57,1.7,0.94,122.84,36.07,61.76,20.0,70.0,3.06,3.88,0.58,2.82,0.8,97.16,46.93,52.11,44.44,52.44,69.0,155.0,74.0,Orthodox,1985-01-18,70.0,155.0,72.0,Orthodox,1987-01-27,1323.27,1254.22
Red,Decision - Unanimous ,2020-01-18,Roxanne Modafferi,Maycee Barber,3.37,5.28,1.44,1.12,0.16,243.76,30.43,56.44,25.0,41.67,8.67,4.31,0.83,0.0,0.0,196.41,57.09,57.14,20.0,100.0,67.0,125.0,69.0,Orthodox,1982-09-24,65.0,125.0,65.0,Switch,1998-05-18,943.08,1182.41
Blue,Decision - Unanimous ,2020-01-18,Andre Fili,Sodiq Yusuff,4.07,3.86,2.44,1.38,0.21,151.96,37.82,53.01,46.0,69.77,6.06,3.87,0.0,0.0,0.0,153.73,48.15,58.29,0.0,100.0,71.0,145.0,74.0,Orthodox,1990-06-25,69.0,145.0,71.0,Orthodox,1993-05-19,1191.08,1184.51
Blue,Decision - Unanimous ,2020-01-18,Tim Elliott,Askar Askarov,3.53,2.3,4.28,1.85,1.39,258.23,46.78,62.3,63.79,51.52,2.0,2.27,4.0,1.0,0.0,239.0,47.62,58.54,36.36,0.0,67.0,125.0,66.0,Southpaw,1986-12-24,66.0,125.0,67.0,Orthodox,1992-10-09,996.5,1033.71
Blue,KO/TKO ,2020-01-18,Nasrat Haqparast,Drew Dober,5.24,3.2,0.3,0.89,0.0,86.86,46.74,75.04,25.0,78.57,4.44,4.14,0.96,1.51,0.14,205.58,39.93,53.92,17.95,62.07,70.0,155.0,72.0,Southpaw,1995-08-22,68.0,155.0,70.0,Southpaw,1988-10-19,1112.08,1145.06
Red,Decision - Unanimous ,2020-01-18,Aleksa Camur,Justin Ledet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,3.45,4.46,0.32,0.95,0.32,23.68,41.31,48.67,50.0,40.0,73.0,205.0,74.0,Orthodox,1995-09-25,76.0,205.0,80.0,Orthodox,1988-09-28,1000.0,1017.14
Red,Decision - Split ,2020-01-18,Sabina Mazo,JJ Aldrich,5.73,2.97,2.0,0.5,0.0,324.5,54.6,69.2,100.0,88.89,3.88,4.11,0.36,1.08,0.0,120.34,40.05,61.94,25.0,53.85,67.0,125.0,70.0,Orthodox,1997-03-25,65.0,125.0,67.0,Southpaw,1992-09-29,1002.57,1099.38
Blue,KO/TKO ,2019-12-21,Frankie Edgar,Chan Sung Jung,3.84,2.55,2.51,0.81,0.37,219.02,39.93,69.15,31.92,65.62,3.99,3.38,1.05,1.05,0.84,117.45,38.24,60.33,41.67,72.22,66.0,135.0,68.0,Orthodox,1981-10-16,67.0,145.0,72.0,Orthodox,1987-03-17,1368.83,1235.42
Blue,Decision - Split ,2019-12-21,Aleksandar Rakic,Volkan Oezdemir,5.25,1.63,1.29,0.86,0.0,352.77,52.89,50.43,60.0,88.24,5.04,3.93,0.48,0.97,0.0,122.91,46.44,57.27,22.22,76.47,76.0,205.0,78.0,Orthodox,1992-02-06,74.0,205.0,75.0,Orthodox,1989-09-19,1224.55,1179.79
Red,KO/TKO ,2019-12-21,Charles Jourdain,Dooho Choi,3.67,5.2,0.0,4.0,0.0,0.0,37.67,45.83,0.0,0.0,5.64,6.26,0.55,2.21,0.0,48.07,53.31,54.18,20.0,50.0,69.0,145.0,69.0,Switch,1995-11-27,70.0,145.0,70.0,Orthodox,1991-04-10,956.73,1084.45
Blue,KO/TKO ,2019-12-21,Mike Rodriguez,Da-Un Jung,4.4,3.49,0.0,5.0,0.0,140.07,53.9,46.01,0.0,35.29,6.76,7.34,0.0,1.25,1.25,6.26,42.63,47.31,0.0,83.33,76.0,205.0,82.0,Southpaw,1988-11-28,76.0,205.0,78.0,Orthodox,1993-12-07,974.41,1058.0
Blue,Decision - Unanimous ,2019-12-21,Marc-Andre Barriault,Junyong Park,3.6,3.73,0.5,1.5,0.0,70.5,52.17,57.74,25.0,80.0,8.39,6.11,0.0,9.33,0.0,24.87,54.73,46.36,0.0,33.33,73.0,185.0,74.0,Orthodox,1990-02-18,70.0,185.0,73.0,Orthodox,1991-02-27,915.45,930.97
Blue,Decision - Split ,2019-12-21,Pingyuan Liu,Kyung Ho Kang,2.6,3.55,0.34,1.37,1.37,138.38,31.67,54.91,20.0,55.56,2.7,2.55,2.46,0.92,1.23,364.6,44.0,59.25,64.0,71.43,66.0,135.0,72.0,Orthodox,1993-02-13,69.0,135.0,73.0,Orthodox,1987-09-09,1022.81,1152.6
Blue,Decision - Unanimous ,2019-12-21,Tanner Boser,Ciryl Gane,6.2,2.13,0.0,0.0,0.0,0.0,61.59,70.37,0.0,100.0,5.75,2.06,2.37,0.0,1.58,134.45,57.37,75.93,75.0,100.0,74.0,255.0,75.0,Orthodox,1991-08-02,76.0,245.0,81.0,Orthodox,1990-04-12,1045.59,1106.41
Blue,Decision - Unanimous ,2019-12-21,Suman Mokhtarian,SeungWoo Choi,2.24,10.3,0.0,0.0,0.0,228.36,55.56,46.51,0.0,100.0,1.73,3.08,1.06,5.3,0.0,27.05,31.82,37.86,50.0,65.52,68.0,145.0,72.0,Orthodox,1992-06-13,72.0,145.0,74.0,Orthodox,1992-11-03,942.0,891.71
Blue,Decision - Unanimous ,2019-12-21,Dong Hyun Ma,Omar Morales,3.25,4.53,1.55,1.11,0.0,177.47,43.05,53.41,53.85,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,71.0,155.0,70.0,Orthodox,1988-09-09,71.0,145.0,73.0,Orthodox,1985-10-17,960.42,1000.0
Blue,KO/TKO ,2019-12-21,Matt Schnell,Alexandre Pantoja,3.64,3.69,0.7,1.75,1.75,17.5,34.82,62.2,40.0,58.33,3.9,3.08,0.85,2.73,1.2,193.77,46.59,56.38,31.25,60.0,68.0,125.0,70.0,Orthodox,1990-01-15,65.0,125.0,67.0,Orthodox,1990-04-16,1156.42,1149.57
Blue,Decision - Unanimous ,2019-12-21,Said Nurmagomedov,Raoni Barcelos,4.69,1.95,0.86,0.0,0.0,107.35,59.85,64.21,9.09,100.0,5.77,4.85,2.46,0.49,0.98,334.92,53.01,63.46,71.43,75.0,68.0,135.0,70.0,Orthodox,1992-04-05,67.0,135.0,67.0,Orthodox,1987-05-01,1129.66,1142.37
Blue,Submission ,2019-12-21,Miranda Granger,Amanda Lemos,4.07,3.67,0.0,0.0,0.0,5.0,42.66,66.87,0.0,100.0,8.63,12.81,1.9,0.0,0.0,64.69,64.15,47.4,100.0,100.0,67.0,125.0,68.0,Orthodox,1992-04-13,64.0,115.0,65.0,Southpaw,1987-05-22,1058.0,943.67
Red,Decision - Split ,2019-12-21,Alatengheili,Ryan Benoit,36.0,85.0,3.0,0.0,0.0,171.0,40.45,63.04,42.86,100.0,2.38,3.2,0.24,3.18,0.24,65.09,36.23,59.67,20.0,62.86,65.0,135.0,66.0,Orthodox,1991-12-14,65.0,125.0,68.0,Orthodox,1989-08-25,1058.0,1048.15
Red,KO/TKO ,2019-12-14,Kamaru Usman,Colby Covington,4.82,2.5,3.41,0.0,0.14,488.19,54.19,57.91,48.51,100.0,4.1,2.85,4.59,0.45,0.15,444.32,38.47,55.49,50.83,75.0,72.0,170.0,76.0,Switch,1987-05-11,71.0,170.0,72.0,Orthodox,1988-02-22,1534.64,1492.93
Blue,Decision - Unanimous ,2019-12-14,Max Holloway,Alexander Volkanovski,6.78,4.29,0.26,1.05,0.42,55.01,45.0,63.37,83.33,84.62,6.11,2.49,2.78,1.04,0.52,353.95,59.01,62.08,38.1,72.73,71.0,145.0,69.0,Orthodox,1991-12-04,66.0,145.0,71.0,Orthodox,1988-09-29,1541.96,1410.65
