OUTCOME,METHOD,DATE,red_Name,blue_Name,red_StrikesLandedPerMin,red_StrikesAbsorbedPerMin,red_TakedownsPer15Min,red_OpponentTakedownsPer15Min,red_SubmissionsPer15Min,red_ControlPer15Min,red_StrikingAccuracyPct,red_StrikeDefencePct,red_TakedownAccuracyPct,red_TakedownDefencePct,blue_StrikesLandedPerMin,blue_StrikesAbsorbedPerMin,blue_TakedownsPer15Min,blue_OpponentTakedownsPer15Min,blue_SubmissionsPer15Min,blue_ControlPer15Min,blue_StrikingAccuracyPct,blue_StrikeDefencePct,blue_TakedownAccuracyPct,blue_TakedownDefencePct,red_Height,red_Weight,red_Reach,red_Stance,red_DOB,blue_Height,blue_Weight,blue_Reach,blue_Stance,blue_DOB,red_Elo,blue_Elo
Blue,KO/TKO ,2011-08-27,Spencer Fisher,Thiago Tavares,3.19,3.0,0.76,2.61,0.84,127.18,43.8,63.92,31.03,61.73,1.73,2.23,3.39,1.56,1.7,305.04,39.17,61.58,41.27,64.71,67.0,155.0,68.0,Southpaw,1976-05-09,67.0,145.0,70.0,Orthodox,1984-11-08,1055.83,995.59
Blue,Decision - Unanimous ,2011-08-27,Dan Miller,Rousimar Palhares,1.64,2.4,2.11,1.96,1.66,243.0,30.07,56.62,60.87,38.1,1.04,1.48,3.18,1.16,3.47,344.8,44.26,62.62,34.38,0.0,73.0,185.0,74.0,Orthodox,1981-06-30,68.0,170.0,71.0,Orthodox,1980-02-26,1049.35,1176.69
Blue,Decision - Unanimous ,2011-08-27,David Mitchell,Paulo Thiago,0.87,2.47,2.0,6.0,6.0,95.0,72.22,36.21,66.67,14.29,1.48,1.68,0.85,1.92,2.34,137.46,42.98,64.56,22.22,55.0,72.0,170.0,75.0,Orthodox,1979-10-24,71.0,170.0,74.0,Orthodox,1981-01-25,942.0,1082.05
Blue,Decision - Unanimous ,2011-08-27,Johnny Eduardo,Raphael Assuncao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,3.55,1.58,0.0,0.0,0.0,0.0,45.0,77.78,0.0,100.0,67.0,135.0,71.0,Orthodox,1978-08-03,65.0,135.0,66.0,Orthodox,1982-07-19,1000.0,942.0
Blue,KO/TKO ,2011-08-27,Luis Ramos,Erick Silva,,,,,,,,,,,,,,,,,,,,,68.0,170.0,,Orthodox,1981-01-18,72.0,170.0,74.0,Orthodox,1984-06-21,1000.0,1000.0
Red,Decision - Unanimous ,2011-08-27,Iuri Alcantara,Felipe Arantes,,,,,,,,,,,,,,,,,,,,,69.0,135.0,71.0,Southpaw,1980-08-04,68.0,135.0,73.0,Orthodox,1988-02-09,1000.0,1000.0
Red,Decision - Split ,2011-08-27,Yves Jabouin,Ian Loveland,3.54,5.76,0.0,0.0,0.0,132.84,43.24,45.83,0.0,100.0,2.97,2.3,0.0,2.5,0.0,198.5,44.06,64.8,0.0,70.59,67.0,135.0,68.0,Orthodox,1979-05-30,68.0,145.0,,Orthodox,1983-09-07,951.59,990.41
Blue,Submission ,2011-08-14,Dan Hardy,Chris Lytle,1.77,2.43,0.33,3.31,0.5,110.26,35.4,48.48,33.33,31.03,3.43,3.1,0.67,1.93,2.23,126.04,43.57,55.25,50.0,54.39,72.0,170.0,74.0,Orthodox,1982-05-17,71.0,170.0,68.0,Orthodox,1974-08-18,1109.09,1131.6
Blue,Decision - Unanimous ,2011-08-14,Jim Miller,Benson Henderson,2.45,1.48,2.45,1.5,2.72,363.51,34.48,71.94,47.37,50.0,3.73,0.73,3.0,4.0,0.0,332.0,44.44,67.65,75.0,63.64,68.0,155.0,71.0,Southpaw,1983-08-30,69.0,170.0,70.0,Southpaw,1983-11-16,1347.5,1079.85
Red,KO/TKO ,2011-08-14,Donald Cerrone,Charles Oliveira,5.17,2.86,1.89,0.63,0.63,158.19,56.16,62.43,60.0,85.71,2.9,1.1,1.76,2.35,3.53,117.57,45.68,76.47,25.0,60.0,73.0,170.0,73.0,Orthodox,1983-03-29,70.0,155.0,74.0,Orthodox,1989-10-17,1118.53,1141.9
Red,Decision - Unanimous ,2011-08-14,Duane Ludwig,Amir Sadollah,4.23,2.7,0.0,2.7,0.0,150.67,43.93,54.77,0.0,53.85,5.38,2.67,0.83,2.08,0.42,183.0,50.79,64.71,80.0,56.52,70.0,170.0,70.0,Orthodox,1978-08-04,70.0,170.0,75.0,Orthodox,1980-08-27,1058.04,1152.97
Blue,KO/TKO ,2011-08-14,CB Dollaway,Jared Hamman,1.82,1.2,4.77,0.68,2.38,466.86,43.96,58.27,66.67,71.43,5.02,3.88,0.98,9.78,0.0,216.08,40.53,61.36,50.0,23.08,74.0,185.0,76.0,Orthodox,1983-08-10,75.0,185.0,75.0,Orthodox,1982-03-07,1102.0,942.42
Red,Decision - Unanimous ,2011-08-14,Joseph Benavidez,Eddie Wineland,3.2,3.0,5.0,0.0,0.0,227.0,40.68,50.0,29.41,100.0,0.73,3.27,1.0,2.0,0.0,103.0,15.49,55.45,33.33,81.82,64.0,125.0,65.0,Southpaw,1984-07-31,67.0,135.0,69.0,Orthodox,1984-06-26,1067.59,942.0
Red,Submission ,2011-08-14,Ed Herman,Kyle Noke,3.09,1.92,4.19,0.91,1.28,517.36,52.7,42.96,52.27,70.59,4.84,1.78,3.67,0.0,2.76,226.84,58.09,64.63,80.0,100.0,73.0,205.0,77.0,Orthodox,1980-10-02,73.0,170.0,76.0,Southpaw,1980-03-18,1052.52,1167.85
Red,Decision - Unanimous ,2011-08-14,Ronny Markes,Karlos Vemola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1.81,2.13,1.6,2.4,0.8,167.05,40.48,36.51,40.0,25.0,73.0,185.0,75.0,Orthodox,1988-04-21,72.0,185.0,75.0,Orthodox,1985-07-03,1000.0,999.22
Blue,Submission ,2011-08-14,Alex Caceres,Jimy Hettes,0.61,2.73,0.0,13.64,0.0,0.0,28.57,10.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,70.0,145.0,73.0,Southpaw,1988-06-20,69.0,145.0,71.0,Southpaw,1987-06-09,942.0,1000.0
Red,Submission ,2011-08-14,Cole Miller,TJ O'Brien,2.09,3.19,0.63,1.48,3.79,219.41,30.79,56.26,30.0,30.0,3.87,5.32,1.81,1.81,0.0,48.99,46.38,57.69,100.0,0.0,73.0,145.0,73.0,Orthodox,1984-04-26,74.0,155.0,,Orthodox,1987-01-01,1110.18,948.07
Red,Decision - Unanimous ,2011-08-14,Jacob Volkmann,Danny Castillo,1.48,1.83,3.04,1.41,1.17,399.53,36.96,57.76,68.42,50.0,3.67,0.8,5.0,2.0,0.0,313.0,53.4,73.33,45.45,66.67,69.0,155.0,71.0,Southpaw,1980-09-05,69.0,155.0,71.0,Orthodox,1979-08-25,1109.44,1071.39
Red,KO/TKO ,2011-08-14,Edwin Figueroa,Jason Reinhardt,3.0,3.4,0.0,5.0,0.0,235.0,45.92,52.34,0.0,0.0,1.48,4.43,0.0,7.38,0.0,66.39,33.33,50.0,0.0,50.0,67.0,135.0,69.0,Orthodox,1984-07-31,66.0,135.0,,Orthodox,1969-10-31,902.68,911.87
Blue,KO/TKO ,2011-08-06,Tito Ortiz,Rashad Evans,2.5,1.98,3.15,0.87,0.41,401.03,48.31,60.2,44.26,58.33,1.94,2.03,4.65,0.95,0.0,350.38,38.46,66.0,51.76,64.0,75.0,205.0,74.0,Orthodox,1975-01-23,72.0,205.0,75.0,Orthodox,1979-09-25,1212.17,1394.57
Blue,KO/TKO ,2011-08-06,Yoshihiro Akiyama,Vitor Belfort,2.96,5.37,2.69,0.0,0.34,236.42,32.92,54.55,80.0,100.0,1.59,2.25,1.18,1.38,1.18,69.05,51.49,41.44,75.0,61.11,70.0,170.0,75.0,Orthodox,1975-07-29,72.0,185.0,74.0,Southpaw,1977-04-01,992.77,1210.69
Red,KO/TKO ,2011-08-06,Brian Ebersole,Dennis Hallman,2.13,1.6,4.0,0.0,1.0,454.0,52.46,63.64,50.0,100.0,0.97,1.9,1.57,0.59,1.97,303.8,42.05,45.69,27.59,25.0,72.0,170.0,73.0,Southpaw,1980-11-27,69.0,155.0,72.0,Orthodox,1975-12-02,1090.77,1063.55
Blue,Decision - Split ,2011-08-06,Jorge Rivera,Constantinos Philippou,3.69,2.54,0.96,1.75,0.16,313.6,51.48,56.94,50.0,67.65,1.53,2.07,0.0,3.0,0.0,0.0,46.94,47.46,0.0,62.5,73.0,185.0,73.0,Orthodox,1972-02-28,71.0,185.0,73.0,Orthodox,1979-11-29,1127.63,942.29
Blue,KO/TKO ,2011-08-06,Mike Pyle,Rory MacDonald,2.28,2.15,1.83,1.38,1.83,237.43,43.19,65.36,28.57,76.92,2.3,3.03,5.24,0.0,0.87,311.5,42.02,58.4,57.14,100.0,72.0,170.0,74.0,Orthodox,1975-09-18,72.0,170.0,76.0,Orthodox,1989-07-22,1170.66,1078.91
Red,KO/TKO ,2011-08-06,Alexander Gustafsson,Matt Hamill,2.14,2.09,2.54,1.69,4.23,331.58,40.86,41.27,42.86,80.0,3.39,3.7,2.84,0.13,0.0,221.74,39.92,62.64,34.92,91.67,77.0,205.0,79.0,Orthodox,1987-01-15,73.0,205.0,76.0,Orthodox,1976-10-05,1125.3,1243.99
Red,Decision - Unanimous ,2011-08-06,Chad Mendes,Rani Yahya,3.73,1.2,4.0,0.0,0.0,375.0,45.53,80.43,40.0,100.0,2.67,1.0,3.0,1.0,2.0,464.0,68.97,51.61,27.27,0.0,66.0,145.0,66.0,Orthodox,1985-05-01,66.0,135.0,67.0,Orthodox,1984-09-12,1042.0,1040.57
Blue,Decision - Unanimous ,2011-08-06,Nick Pace,Ivan Menjivar,1.24,1.1,7.22,1.03,1.03,500.0,40.91,68.63,77.78,50.0,0.97,1.15,0.0,5.45,1.82,18.18,40.0,62.0,0.0,14.29,67.0,135.0,68.0,Orthodox,1987-04-17,66.0,145.0,64.0,Orthodox,1982-05-30,1058.0,1013.34
Red,Decision - Split ,2011-08-06,Johny Hendricks,Mike Pierce,3.19,2.88,5.97,1.42,1.42,412.45,58.54,51.44,58.33,70.59,2.67,1.55,4.48,0.94,0.71,600.31,43.81,67.43,57.58,60.0,69.0,185.0,69.0,Southpaw,1983-09-12,68.0,170.0,71.0,Orthodox,1980-09-01,1189.71,1180.09
Blue,Decision - Unanimous ,2011-08-06,Nam Phan,Mike Brown,6.8,4.27,0.0,2.0,1.0,161.0,44.93,77.3,0.0,33.33,2.86,3.31,2.69,1.79,0.0,309.25,58.9,37.29,31.58,69.23,66.0,135.0,70.0,Orthodox,1983-03-13,66.0,145.0,70.0,Orthodox,1975-09-08,937.28,851.68
Red,Decision - Unanimous ,2011-08-06,Rafael Natal,Paul Bradley,1.37,2.6,3.5,1.0,0.0,229.0,32.8,51.55,41.18,71.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,72.0,185.0,77.0,Orthodox,1982-12-25,69.0,170.0,,Orthodox,1983-06-13,984.6,1000.0
Red,Decision - Unanimous ,2011-07-02,Dominick Cruz,Urijah Faber,3.79,2.95,3.95,0.59,0.2,188.05,41.44,70.72,44.44,84.21,3.12,2.75,1.68,1.09,0.67,197.86,46.12,65.6,28.99,67.5,68.0,135.0,68.0,Orthodox,1985-03-09,66.0,135.0,67.0,Orthodox,1979-05-14,1000.0,1058.0
Blue,KO/TKO ,2011-07-02,Wanderlei Silva,Chris Leben,2.29,2.39,0.39,2.32,0.19,33.07,30.48,66.18,66.67,45.45,3.06,2.61,1.47,2.05,0.78,270.06,42.92,52.89,53.57,54.35,71.0,205.0,74.0,Orthodox,1976-07-03,71.0,185.0,73.0,Southpaw,1980-07-21,1081.78,1100.95
Red,Decision - Unanimous ,2011-07-02,Dennis Siver,Matt Wiman,3.69,2.74,0.61,0.92,0.46,94.16,28.44,69.09,28.57,72.73,3.3,2.58,2.67,1.26,2.04,403.04,47.01,60.39,47.22,60.0,66.0,145.0,70.0,Orthodox,1979-01-13,70.0,155.0,68.0,Orthodox,1983-09-19,1246.4,1181.19
Blue,Submission ,2011-07-02,Ryan Bader,Tito Ortiz,2.43,1.47,3.49,0.44,0.44,299.56,35.91,76.07,42.11,0.0,2.5,1.98,3.17,0.88,0.35,403.71,48.44,59.86,44.26,58.33,74.0,205.0,74.0,Orthodox,1983-06-07,75.0,205.0,74.0,Orthodox,1975-01-23,1185.06,1148.01
Blue,KO/TKO ,2011-07-02,Dong Hyun Kim,Carlos Condit,2.18,1.66,3.69,0.88,0.7,531.4,62.0,53.75,48.84,80.77,3.24,1.86,1.22,3.34,1.52,206.15,41.56,60.17,50.0,35.29,74.0,170.0,76.0,Southpaw,1981-11-17,74.0,170.0,75.0,Orthodox,1984-04-26,1290.93,1177.43
Blue,KO/TKO ,2011-07-02,Shane Roller,Melvin Guillard,4.02,3.4,0.0,2.32,0.0,27.84,24.53,68.57,0.0,0.0,2.82,1.57,2.31,3.74,0.18,103.09,40.13,68.12,76.47,65.0,70.0,155.0,72.0,Orthodox,1979-07-14,69.0,155.0,71.0,Orthodox,1983-03-30,1068.59,1242.26
Blue,KO/TKO ,2011-07-02,George Sotiropoulos,Rafael Dos Anjos,2.49,2.15,2.87,1.15,2.3,345.79,27.31,70.73,36.59,45.45,2.22,2.14,2.73,0.58,1.56,283.83,31.78,72.22,41.18,72.73,70.0,155.0,71.0,Orthodox,1977-07-09,68.0,155.0,70.0,Southpaw,1984-10-26,1252.71,1074.07
Red,Decision - Unanimous ,2011-07-02,Brian Bowles,Takeya Mizugaki,5.43,4.86,4.29,0.0,4.29,34.29,31.15,65.31,100.0,100.0,2.87,4.47,4.0,0.0,0.0,254.0,46.74,53.15,100.0,100.0,67.0,135.0,70.0,Orthodox,1980-06-22,67.0,135.0,69.0,Orthodox,1983-12-16,1058.0,1058.0
Red,Decision - Unanimous ,2011-07-02,Aaron Simpson,Brad Tavares,3.63,3.14,5.63,0.49,0.24,416.19,48.68,55.04,40.35,83.33,2.07,1.71,2.33,0.0,0.0,571.81,61.54,45.0,33.33,100.0,72.0,170.0,73.0,Orthodox,1974-07-20,73.0,185.0,74.0,Orthodox,1987-12-21,1086.05,1088.78
Red,Decision - Unanimous ,2011-07-02,Anthony Njokuani,Andre Winner,4.8,3.07,1.0,2.0,0.0,28.0,38.3,69.54,100.0,0.0,2.96,3.66,0.0,2.02,0.0,127.25,39.39,55.08,0.0,78.12,73.0,155.0,75.0,Orthodox,1980-03-01,71.0,155.0,73.0,Orthodox,1981-11-09,951.59,978.82
Blue,Decision - Unanimous ,2011-07-02,Donny Walker,Jeff Hougland,,,,,,,,,,,,,,,,,,,,,69.0,135.0,,Nan,1980-01-04,67.0,135.0,68.0,Orthodox,1978-08-02,1000.0,1000.0
Red,KO/TKO ,2011-06-26,Cheick Kongo,Pat Barry,3.74,1.41,2.61,3.32,0.36,331.65,61.35,53.28,68.75,48.15,2.64,3.05,0.0,0.36,0.0,59.93,44.67,65.38,0.0,90.91,76.0,240.0,82.0,Orthodox,1975-05-17,71.0,235.0,74.0,Orthodox,1979-07-07,1095.23,1058.84
Red,Decision - Unanimous ,2011-06-26,Charlie Brenneman,Rick Story,1.91,1.4,4.63,0.0,0.0,585.0,56.2,46.24,47.83,100.0,3.54,1.82,3.6,2.4,1.54,395.59,39.92,67.35,48.84,61.11,70.0,155.0,70.0,Orthodox,1981-02-09,69.0,170.0,71.0,Southpaw,1984-08-28,1065.55,1325.93
Blue,Decision - Unanimous ,2011-06-26,John Howard,Matt Brown,1.53,2.45,3.03,2.83,0.81,241.1,42.86,56.77,71.43,46.15,3.14,1.98,0.9,4.3,2.49,223.25,60.12,54.51,57.14,64.81,67.0,170.0,72.0,Orthodox,1983-03-01,72.0,170.0,75.0,Orthodox,1981-01-10,1068.85,967.9
Red,KO/TKO ,2011-06-26,Matt Mitrione,Christian Morecraft,4.61,2.15,0.0,2.76,1.84,126.27,55.76,65.85,0.0,60.0,3.99,1.31,2.06,1.03,3.1,673.97,49.15,42.42,66.67,50.0,75.0,265.0,82.0,Switch,1978-07-15,78.0,260.0,81.0,Orthodox,1986-09-08,1188.95,1020.15
Blue,Decision - Unanimous ,2011-06-26,Manvel Gamburyan,Tyson Griffin,2.02,1.52,2.53,1.9,2.53,294.52,36.09,54.43,23.53,66.67,3.68,2.3,2.05,3.28,1.03,193.74,41.18,65.11,48.78,55.56,65.0,135.0,67.0,Orthodox,1981-05-08,66.0,145.0,68.0,Orthodox,1984-04-20,938.31,1030.47
Blue,Decision - Unanimous ,2011-06-26,Joe Stevenson,Javier Vazquez,1.87,2.47,3.11,2.01,2.31,307.72,42.75,60.17,48.44,41.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,67.0,145.0,70.0,Orthodox,1982-06-15,67.0,145.0,69.0,Southpaw,1977-07-16,1010.32,1000.0
Red,Submission ,2011-06-26,Joe Lauzon,Curt Warburton,2.01,3.22,4.09,1.53,4.6,277.93,39.33,64.2,48.48,62.5,2.1,3.27,2.5,0.5,1.0,479.5,45.65,38.75,50.0,83.33,70.0,155.0,71.0,Orthodox,1984-05-22,72.0,155.0,73.0,Orthodox,,1109.12,1019.3
Red,Decision - Unanimous ,2011-06-26,Rich Attonito,Daniel Roberts,1.4,1.85,0.38,2.28,0.0,129.01,34.38,64.04,25.0,70.0,0.62,1.68,4.06,2.43,2.84,342.72,14.11,60.0,58.82,25.0,70.0,170.0,72.0,Orthodox,1977-06-16,70.0,170.0,74.0,Southpaw,1980-08-05,1036.6,1066.96
NC/NC,Overturned ,2011-06-26,Charles Oliveira,Nik Lentz,2.87,2.77,2.26,1.78,2.75,189.89,46.67,55.61,34.15,52.17,3.09,2.54,3.92,2.72,1.28,321.11,48.82,51.28,35.77,44.26,70.0,155.0,74.0,Orthodox,1989-10-17,68.0,145.0,68.0,Orthodox,1984-08-13,1100.84,1254.68
Blue,KO/TKO ,2011-06-26,Matt Grice,Ricardo Lamas,3.82,1.04,2.22,1.11,0.56,627.44,61.68,58.82,100.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,68.0,145.0,70.0,Orthodox,1981-07-29,68.0,145.0,71.0,Orthodox,1982-05-21,896.32,1000.0
Red,KO/TKO ,2011-06-26,Michael Johnson,Edward Faaloloto,2.0,2.13,0.0,3.0,0.0,74.0,48.39,52.24,0.0,76.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,70.0,155.0,73.0,Southpaw,1986-06-04,,155.0,70.0,Nan,1984-07-15,942.0,1000.0
Blue,Decision - Unanimous ,2011-06-11,Shane Carwin,Junior Dos Santos,7.65,1.52,1.03,2.07,0.0,392.65,56.92,57.69,25.0,60.0,7.18,2.27,0.43,0.43,0.0,39.57,47.2,58.76,50.0,88.89,74.0,265.0,80.0,Orthodox,1975-01-04,76.0,238.0,77.0,Orthodox,1984-01-30,1182.21,1285.81
Blue,Decision - Unanimous ,2011-06-11,Diego Nunes,Kenny Florian,4.33,4.53,0.0,4.0,0.0,130.0,58.56,41.88,0.0,75.0,2.52,1.79,2.13,2.03,1.22,206.05,41.52,64.42,39.62,61.54,66.0,145.0,67.0,Orthodox,1982-11-30,70.0,145.0,74.0,Southpaw,1976-05-26,1048.15,1279.55
Red,Decision - Unanimous ,2011-06-11,Mark Munoz,Demian Maia,3.39,2.43,1.5,2.5,0.5,205.6,47.0,61.27,13.64,52.38,1.71,1.49,3.21,0.15,1.68,341.36,46.28,62.56,35.0,66.67,72.0,185.0,71.0,Orthodox,1978-02-09,73.0,170.0,72.0,Southpaw,1977-11-06,1213.44,1271.75
Red,KO/TKO ,2011-06-11,Dave Herman,Jon Olav Einemo,,,,,,,,,,,,,,,,,,,,,76.0,242.0,77.0,Orthodox,1984-10-03,78.0,253.0,,Orthodox,1975-12-10,1000.0,1000.0
Red,Decision - Unanimous ,2011-06-11,Donald Cerrone,Vagner Rocha,4.2,2.5,5.11,0.0,1.7,359.66,50.0,70.67,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,73.0,170.0,73.0,Orthodox,1983-03-29,70.0,155.0,73.0,Orthodox,1982-06-06,1072.45,1000.0
Red,KO/TKO ,2011-06-11,Sam Stout,Yves Edwards,4.44,3.96,0.22,2.3,0.11,87.63,30.5,59.31,40.0,76.4,2.29,1.32,0.35,2.45,1.17,238.97,46.9,66.67,60.0,73.08,69.0,155.0,70.0,Orthodox,1984-04-23,69.0,155.0,73.0,Southpaw,1976-09-30,1073.36,1152.48
Blue,Submission ,2011-06-11,Jesse Bongfeldt,Chris Weidman,3.53,0.87,2.0,5.0,0.0,316.0,65.43,43.48,33.33,37.5,3.0,1.8,5.0,0.0,0.0,479.0,42.86,61.97,62.5,100.0,72.0,185.0,,Orthodox,1980-08-28,74.0,185.0,78.0,Orthodox,1984-06-17,966.99,1082.46
Blue,Decision - Unanimous ,2011-06-11,Mike Massenzio,Krzysztof Soszynski,0.45,3.12,5.1,0.85,4.25,376.49,47.06,42.11,60.0,0.0,3.52,3.25,0.73,1.94,1.45,231.24,38.58,60.89,27.27,61.9,74.0,185.0,73.0,Southpaw,1982-11-01,73.0,205.0,77.0,Open Stance,1977-08-02,940.85,1081.57
Blue,Submission ,2011-06-11,James Head,Nick Ring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2.73,1.87,0.0,6.0,0.0,4.0,32.8,65.85,0.0,33.33,73.0,170.0,73.0,Orthodox,1984-02-09,72.0,185.0,74.0,Southpaw,1979-02-10,1000.0,1058.0
Blue,Decision - Unanimous ,2011-06-11,Jason Young,Dustin Poirier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,5.13,1.07,0.0,2.0,0.0,469.0,52.03,62.79,0.0,77.78,69.0,145.0,73.0,Orthodox,1986-06-28,69.0,155.0,72.0,Southpaw,1989-01-19,1000.0,1058.0
Blue,KO/TKO ,2011-06-11,Aaron Rosa,Joey Beltran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,4.39,3.82,0.29,0.87,0.0,193.92,41.54,51.72,11.11,82.35,76.0,205.0,77.0,Orthodox,1983-05-28,73.0,185.0,75.0,Orthodox,1981-12-08,1000.0,975.0
Red,Decision - Unanimous ,2011-06-11,Darren Elkins,Michihiro Omigawa,0.0,2.82,21.18,0.0,0.0,391.76,0.0,55.56,66.67,100.0,1.38,2.98,0.67,5.0,1.67,124.33,32.98,51.09,50.0,48.28,70.0,145.0,71.0,Orthodox,1984-05-16,66.0,145.0,68.0,Orthodox,1975-12-19,1000.34,859.63
Red,KO/TKO ,2011-06-04,Tony Ferguson,Ramsey Nijem,,,,,,,,,,,,,,,,,,,,,71.0,155.0,76.0,Orthodox,1984-02-12,71.0,155.0,75.0,Orthodox,1988-04-01,1000.0,1000.0
Blue,Decision - Unanimous ,2011-06-04,Anthony Pettis,Clay Guida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2.47,2.49,4.04,0.59,0.89,434.27,35.21,66.01,39.81,76.0,70.0,155.0,72.0,Orthodox,1987-01-27,67.0,155.0,70.0,Orthodox,1981-12-08,1000.0,1242.04
Red,KO/TKO ,2011-06-04,Ed Herman,Tim Credeur,2.98,1.8,4.23,0.92,1.29,521.89,52.48,41.9,52.27,70.59,3.37,2.89,0.42,1.26,3.37,116.97,30.0,59.13,100.0,50.0,73.0,205.0,77.0,Orthodox,1980-10-02,75.0,185.0,75.0,Orthodox,1977-07-09,973.09,1107.84
Blue,Decision - Unanimous ,2011-06-04,Fabio Maldonado,Kyle Kingsbury,8.24,4.54,0.0,0.0,2.78,283.33,72.36,50.51,0.0,100.0,2.71,2.95,3.64,2.65,0.0,251.05,34.94,60.93,57.89,68.0,73.0,205.0,75.0,Orthodox,1980-03-17,76.0,205.0,79.0,Orthodox,1982-03-22,1056.4,1113.42
Red,Decision - Unanimous ,2011-06-04,Chris Cope,Chuck O'Neil,,,,,,,,,,,,,,,,,,,,,72.0,170.0,72.0,Orthodox,1983-03-05,74.0,170.0,,Nan,1985-09-22,1000.0,1000.0
Red,Decision - Unanimous ,2011-06-04,Jeremy Stephens,Danny Downes,2.64,2.16,1.05,1.75,0.58,191.39,45.39,61.81,47.37,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,69.0,145.0,71.0,Orthodox,1986-05-25,72.0,155.0,72.0,Orthodox,1986-04-08,1117.63,1000.0
Blue,KO/TKO ,2011-06-04,Josh Grispi,George Roop,1.07,5.13,2.0,0.0,2.0,162.0,37.21,47.97,22.22,100.0,2.6,2.16,0.39,4.29,0.0,101.82,26.46,55.38,50.0,62.07,71.0,145.0,74.0,Orthodox,1988-10-14,73.0,135.0,72.0,Orthodox,1981-11-10,942.0,929.43
Red,Decision - Unanimous ,2011-06-04,Shamar Bailey,Ryan McGillivray,,,,,,,,,,,,,,,,,,,,,69.0,155.0,75.0,Southpaw,1982-09-22,71.0,170.0,,Nan,1986-09-27,1000.0,1000.0
Blue,Decision - Split ,2011-06-04,Justin Edwards,Clay Harvison,,,,,,,,,,,,,,,,,,,,,70.0,155.0,70.0,Orthodox,1983-01-26,73.0,170.0,74.0,Orthodox,1980-09-25,1000.0,1000.0
Red,KO/TKO ,2011-06-04,Scott Jorgensen,Ken Stone,,,,,,,,,,,,,,,,,,,,,65.0,135.0,66.0,Orthodox,1982-09-17,68.0,135.0,71.0,Southpaw,1982-10-08,1000.0,1000.0
Blue,Submission ,2011-06-04,Francisco Rivera,Reuben Duran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,4.47,2.87,0.0,4.0,0.0,60.0,46.85,53.26,0.0,0.0,68.0,135.0,70.0,Orthodox,1981-10-08,67.0,135.0,71.0,Orthodox,1983-07-02,1000.0,942.0
Red,Decision - Unanimous ,2011-05-28,Quinton Jackson,Matt Hamill,2.52,2.65,0.69,0.96,0.0,166.16,46.22,61.42,45.45,75.0,3.57,3.7,3.26,0.15,0.0,243.48,40.13,63.34,47.83,91.67,73.0,205.0,73.0,Orthodox,1978-06-20,73.0,205.0,76.0,Orthodox,1976-10-05,1274.42,1307.5
Red,Decision - Unanimous ,2011-05-28,Frank Mir,Roy Nelson,2.31,3.69,2.27,0.95,3.59,290.73,46.33,39.59,44.44,37.5,2.94,7.42,0.77,0.77,0.0,139.18,37.75,57.01,11.11,50.0,75.0,264.0,79.0,Southpaw,1979-05-24,72.0,263.0,73.0,Orthodox,1976-06-20,1202.66,1089.85
Red,KO/TKO ,2011-05-28,Travis Browne,Stefan Struve,2.1,3.28,1.54,0.0,0.77,161.26,34.45,46.67,66.67,100.0,2.51,3.25,0.8,1.2,5.6,227.5,51.93,57.34,66.67,0.0,78.0,255.0,79.0,Orthodox,1982-07-17,83.0,265.0,84.0,Orthodox,1988-02-18,1101.69,1161.78
Red,Decision - Unanimous ,2011-05-28,Rick Story,Thiago Alves,3.41,1.63,3.52,2.69,1.86,382.46,40.83,68.62,58.62,60.61,2.95,2.23,0.79,2.97,0.4,122.41,39.11,63.18,80.0,59.46,69.0,170.0,71.0,Southpaw,1984-08-28,69.0,170.0,70.0,Orthodox,1983-10-03,1258.47,1315.64
Red,KO/TKO ,2011-05-28,Brian Stann,Jorge Santiago,2.53,1.72,0.0,3.88,0.69,164.01,40.29,66.67,0.0,48.48,1.41,1.85,1.46,1.46,2.19,208.03,33.72,63.46,40.0,60.0,73.0,205.0,74.0,Orthodox,1980-09-24,73.0,170.0,75.0,Orthodox,1980-10-09,1137.15,935.73
